StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1053,17,1,0,1,18.9485599611959,22,0,4,0,0,1,0,1.57154419139928,4
1054,18,0,0,2,8.46716054701572,13,0,1,0,1,0,0,1.66431068966108,4
1055,17,0,0,0,0.186205815247074,29,1,2,1,1,0,0,0.756259166574193,4
1056,18,0,0,1,8.84787481496387,25,0,2,0,1,0,0,0.802769539234207,4
1057,18,1,0,4,0.921383393509352,20,0,2,0,1,1,0,1.34238717795773,4
1058,15,0,0,4,10.8775584232224,29,0,3,1,0,0,0,0.286571288286622,4
1059,17,0,0,1,6.77108054874103,9,1,3,0,1,0,0,2.61383869367367,2
1060,15,1,3,0,9.46869867188098,23,0,3,0,1,0,0,0.929012554625937,4
1061,17,1,1,1,12.2634072148623,10,0,0,1,0,1,0,1.89275869592659,4
1062,17,0,0,1,17.3760219163564,12,0,2,0,0,1,0,2.33126154930875,3
1063,15,0,1,3,13.2380315294386,11,0,3,0,1,0,0,2.23423847260023,3
1064,15,0,0,1,8.68097736956361,8,0,2,0,1,0,0,2.38582821907646,3
1065,17,0,0,2,16.3885570734073,3,1,4,0,0,0,0,3.34735674350781,1
1066,16,0,1,1,18.1116427514626,6,1,3,1,0,0,0,3.26185530733329,1
1067,18,0,0,4,2.39519932864394,23,0,3,0,1,0,0,1.03962387914771,4
1068,15,1,0,1,10.6386595510558,28,0,0,0,1,0,0,0.0278186247324679,4
1069,18,1,3,2,5.69023919484888,21,1,3,0,0,1,0,1.32996453787688,4
1070,16,1,2,1,0.941223957538948,1,0,4,0,0,1,0,3.28391652189738,1
1071,16,0,1,2,13.3709339022797,6,0,2,1,0,0,0,2.93745418231686,2
1072,16,1,1,1,17.2554155491845,28,0,3,0,0,1,1,0.73886820280526,4
1073,15,0,1,1,3.25805308954788,8,0,2,1,1,0,0,2.55680166283342,2
1074,16,0,0,3,16.248273152478,4,1,2,0,0,0,0,3.3009285689708,1
1075,15,1,0,3,17.0679146707388,14,0,3,1,0,1,0,2.20068294656056,3
1076,16,0,0,3,18.2868088533297,17,0,3,0,1,0,0,1.85586557316819,4
1077,18,0,0,2,5.30570178172105,3,0,3,0,0,0,0,2.73440149441999,2
1078,18,1,1,3,18.0790613037978,18,1,1,1,1,0,0,2.13173729718723,3
1079,17,1,0,0,6.41325509472865,19,0,1,0,0,0,0,0.979769910775286,4
1080,18,1,3,1,11.0467602691101,25,0,3,0,1,0,0,0.994325023551287,4
1081,17,0,3,1,1.01014941664564,6,0,1,0,1,0,0,2.07469997678133,3
1082,18,1,2,2,0.877621767374872,25,0,2,0,0,0,0,0.500508035804656,4
1083,15,1,1,1,14.4074642546441,7,0,0,1,1,0,0,2.53243841758767,2
1084,18,0,2,1,8.88959955955582,16,0,1,0,1,0,0,1.4633780357857,4
1085,17,1,0,2,5.12584750738435,12,0,3,1,1,0,0,2.34283677319186,3
1086,17,1,2,3,3.8082699204982,23,0,3,0,0,0,0,1.1588463344506,4
1087,16,1,0,1,13.3990698171844,20,1,1,1,0,1,1,1.52374874473373,4
1088,15,0,2,1,0.00803088050679746,27,0,1,0,0,1,0,0,4
1089,18,0,0,1,16.1178233839371,22,0,0,1,0,1,0,1.05862201444399,4
1090,16,0,2,1,1.58499212259858,10,0,2,0,0,1,1,2.22974018417477,3
1091,18,0,3,1,3.82979229816239,26,0,1,0,0,0,1,0.194743280745515,4
1092,18,1,0,2,7.72472790598179,0,0,2,1,1,0,0,3.50692007136921,0
1093,16,0,0,2,9.69717479432207,1,1,3,0,0,0,0,3.55228694335094,0
1094,16,0,3,2,7.09990231627884,16,1,3,0,1,0,0,2.23849135429023,3
1095,16,1,0,1,6.41424329968588,4,0,1,1,1,0,0,2.70847234385688,2
1096,16,1,2,3,19.2783202414638,29,0,3,0,0,0,1,0.732908233901387,4
1097,16,1,1,1,12.8315936248679,29,0,4,0,0,1,0,0.96548244530453,4
1098,18,0,0,2,0.468659107347764,5,0,2,0,1,0,0,2.55523285993809,2
1099,16,0,0,3,8.60351816888626,25,0,2,1,0,1,1,0.744322299921236,4
1100,15,0,0,1,17.5001739948794,24,0,2,0,0,0,0,0.722056581395191,4
1101,17,1,2,1,6.02912372821336,23,1,1,1,1,0,1,1.27122952983734,4
1102,16,1,0,3,1.89112689548776,6,0,3,1,0,1,1,2.52614214142023,2
1103,16,0,1,1,15.1676954317984,27,0,3,1,1,0,0,0.942415395359523,4
1104,18,1,0,2,12.1202766387216,20,1,2,0,1,0,0,1.51563909839502,4
1105,16,1,1,0,11.4062501565301,29,0,3,1,0,0,0,0.648273926708192,4
1106,16,1,2,2,1.07153119214816,14,0,3,0,1,1,1,2.04885008213886,3
1107,16,0,3,1,2.80998019591035,18,0,0,1,0,0,1,0.842295999257139,4
1108,18,1,0,0,12.4509879242623,15,0,1,0,1,0,0,1.46418792369065,4
1040,17,1,2,1,12.2331135129203,21,1,3,1,1,0,0,1.52686783179272,4
1040,17,1,2,1,12.2331135129203,21,1,3,1,1,0,0,1.52686783179272,4
1040,17,1,2,1,12.2331135129203,21,1,3,1,1,0,0,1.52686783179272,4
1109,16,1,2,2,4.15647682917672,24,1,3,1,1,0,0,1.4879468651698,4
1110,17,0,2,1,10.0814015949685,12,1,4,0,0,0,0,2.58756579637064,2
1111,18,0,1,1,10.8976337205879,4,1,3,0,0,0,0,3.22080697819487,1
1112,17,1,3,0,5.67014380541879,2,1,4,0,0,1,0,3.54515943180031,0
1113,18,1,0,1,18.9685031108299,2,0,2,0,0,0,0,3.08959895307465,1
1114,16,0,0,1,16.8492821367115,18,1,1,0,1,1,0,1.91995643991821,4
1115,17,0,2,0,14.447470152656,13,1,2,0,0,0,0,2.19859318458696,3
1116,18,1,0,3,1.55987732818818,15,0,0,0,0,0,1,0.878212616762777,4
1117,15,1,2,0,2.12260038618039,21,0,3,1,0,1,0,1.34036864751241,4
1118,16,1,2,2,9.85562691729911,16,0,4,0,0,0,0,1.81951133571391,4
1119,18,1,0,1,3.21426698381971,26,0,3,0,1,0,0,0.619350931467534,4
1120,15,0,2,1,19.5653092705895,3,0,2,1,0,1,1,3.61946086969352,0
1121,18,1,0,3,3.17040468054819,12,1,1,1,1,0,0,2.17490279620988,3
1122,15,1,1,1,9.74935670927948,7,1,1,0,1,1,0,2.97440601491104,2
1123,16,0,1,4,7.28242113683011,18,0,2,0,0,0,0,0.980735843748803,4
1124,17,1,3,1,12.787728429082,4,0,3,0,0,0,0,3.10167380901511,1
1125,15,0,0,2,2.5807281777885,1,1,2,1,0,1,0,3.49825734177332,1
1126,18,1,0,2,8.60632856084782,14,0,4,1,0,0,0,2.59055344505298,2
1127,16,1,1,3,5.49410065614287,1,0,3,1,0,0,0,3.53500375818432,0
1128,15,0,2,2,17.7550304934338,10,1,1,0,1,0,0,2.81992174529319,2
1129,18,0,1,2,0.811714242693902,12,1,1,1,1,0,0,2.01659677451766,3
1130,18,1,0,1,18.2745498801292,22,1,3,0,0,0,0,1.37118503889172,4
1131,18,1,0,1,16.65988277106,9,0,1,0,0,0,0,2.1047955879699,3
1132,15,1,0,3,5.95141432881631,2,0,3,0,0,0,0,3.03043908869652,1
1133,15,0,2,1,15.7858130935421,4,1,2,0,1,0,0,3.58242187231196,0
1134,15,1,0,1,0.624271206774951,2,0,1,1,0,0,0,2.42654670603925,3
1135,17,0,0,2,19.3373110058679,5,1,2,1,0,0,0,3.16143627025836,1
1136,15,0,3,1,10.5318988517958,12,0,2,1,0,0,0,2.12263852962887,3
1137,15,1,0,4,6.06562052130891,9,0,3,0,1,0,0,2.20486058099732,3
1138,15,0,3,2,7.25166425189354,18,0,0,1,0,1,1,1.18298750049805,4
1139,17,1,1,2,1.32810706920995,7,0,3,1,0,0,0,2.7387957163436,2
1140,15,1,2,3,19.7869902808408,17,1,3,0,0,0,0,2.2379013009826,3
1141,18,1,0,0,0.785838903013849,2,0,3,1,0,0,0,3.13948154638039,1
1142,15,1,0,1,13.0981424629572,23,1,0,1,1,0,0,1.0460447710801,4
1143,18,1,2,2,8.85471855412917,23,1,3,0,0,0,0,0.816458245213799,4
1144,18,0,2,1,18.9783243637743,16,0,2,1,0,1,0,2.03354462052118,3
1145,18,0,2,2,4.9199948061359,7,1,2,1,1,0,0,2.43207852278224,3
1146,17,1,0,3,10.6417364787602,9,0,3,1,0,0,0,2.6597713195279,2
1147,17,1,2,2,9.64712417165506,1,1,2,1,0,0,1,3.58888793976501,0
1148,17,0,2,1,14.057328881002,11,0,3,0,1,0,0,2.314587627811,3
1149,15,0,1,4,1.36020463904841,22,0,1,1,1,0,1,1.00722582021403,4
1150,18,0,2,2,3.8757826004671,5,0,3,1,0,0,0,2.88161232146052,2
1151,17,0,2,2,4.291296401857,1,0,1,0,1,1,0,2.80450492891168,2
1152,17,1,1,1,14.7630150968338,20,1,3,0,1,0,0,1.76292112409987,4
1153,15,1,0,3,3.7827739265348,22,0,4,1,0,0,1,1.11991126295732,4
1154,17,0,0,2,11.4698352778195,23,0,2,0,0,0,0,1.03065750571988,4
1155,15,1,0,2,4.30487641001907,2,0,2,1,0,0,0,3.07561935366143,1
1156,16,0,0,3,17.2324990016796,16,1,3,1,1,0,0,2.63143406512442,2
1157,17,1,0,1,18.8437090897928,28,0,0,0,1,1,1,0.503066907327915,4
1158,16,0,0,2,10.3698594988448,6,0,2,0,0,0,0,2.78423783714282,2
1159,15,1,0,3,7.04617768418357,28,0,2,0,0,0,0,0.247626765086563,4
1160,18,0,0,1,4.68115550034998,20,0,3,0,0,0,1,1.18954876961879,4
1161,17,0,2,2,0.995620030460875,4,1,3,1,0,0,1,3.37599400880284,1
1162,15,1,3,3,5.37000152394991,22,1,3,0,0,0,0,1.29357355644595,4
1163,18,0,0,2,13.0847155989064,0,1,3,0,0,1,1,3.71858690428696,0
1164,18,1,3,2,10.6723386261842,7,0,3,1,0,0,0,2.67055961481983,2
1165,16,1,1,3,18.8808255656185,11,1,2,1,0,0,0,2.36964801344962,3
1166,15,0,0,3,7.92554524983401,13,0,2,0,1,0,0,1.62448682022215,4
1167,18,1,0,1,13.8772668465679,15,1,2,1,1,0,0,2.53747682781436,2
1168,17,1,1,0,9.78645494950243,9,0,4,0,1,0,0,2.29841792850948,3
1169,17,1,2,2,10.2515243184842,14,0,3,1,0,0,0,2.25980415049612,3
1170,16,1,2,2,5.35548629208235,20,0,2,0,1,0,0,1.32134330086988,4
1171,18,1,0,2,9.09901553683999,23,0,3,0,1,0,0,0.949974228123857,4
1172,15,0,0,2,9.41569994025415,25,0,2,1,0,0,1,0.818786616073051,4
1173,17,1,0,1,14.1328504349787,14,1,3,0,0,0,0,2.33922451275359,3
1174,18,1,0,2,18.8127999837223,9,0,2,0,1,0,0,2.68277628796337,2
1175,18,1,0,1,6.58642554965009,20,1,1,1,0,0,0,1.54383747108562,4
1176,16,1,0,2,0.844009371625969,27,0,3,1,0,0,0,0.196901104823622,4
1177,17,1,2,2,9.92590251001279,6,0,3,0,0,0,0,2.74861025744809,2
1178,17,0,3,1,10.8892266429834,25,1,2,1,0,1,0,1.10489378769994,4
1179,15,1,0,1,3.36881102263831,2,0,2,1,0,0,0,2.55343981144394,2
1180,17,0,3,2,15.2092921255213,1,0,3,1,0,0,1,3.27423345880988,1
1181,15,0,0,2,19.6985821688298,5,1,3,0,0,0,0,3.18606037803891,1
1182,17,0,0,1,18.9154943401692,20,0,3,1,0,0,0,1.72211575024059,4
1183,16,0,0,4,3.94212077647304,8,0,2,1,1,0,0,2.33804635759037,3
1184,17,1,1,2,17.5072647980152,9,1,4,1,1,0,0,3.27399874843434,1
1185,15,0,3,4,14.0898727282337,3,0,3,0,0,0,0,2.99350239120528,2
1186,15,0,1,2,9.07693127613823,26,1,3,1,0,0,0,0.896397899023395,4
1187,16,1,0,2,10.8122198864946,2,0,3,0,0,0,0,2.9610552588036,2
1188,17,1,1,3,16.9920034996492,8,0,1,1,0,0,0,2.6743510954521,2
1189,17,1,0,2,9.60269879276746,23,0,0,1,1,0,0,1.21787315133337,4
1190,16,0,2,2,7.46414738210254,21,1,3,0,0,0,0,1.36559111032951,4
1191,17,1,1,1,9.86494986051972,16,0,2,0,0,0,1,1.52227484468543,4
1192,17,1,0,2,11.582596080701,13,1,3,0,0,0,0,2.2314023973705,3
1193,15,0,1,1,3.78155307556698,9,0,2,1,0,0,0,2.13526635489009,3
1194,17,1,1,1,18.0181546053398,12,0,2,0,0,0,0,2.25569891496315,3
1195,17,1,0,0,13.4837389765923,11,1,1,1,0,1,0,2.75114578761171,2
1196,16,1,1,0,12.6653783467498,26,0,3,1,1,0,0,0.897634158616404,4
1197,16,1,0,4,1.98992452361276,0,0,1,1,0,0,1,3.1173544347855,1
1198,18,0,2,1,12.0834787634518,27,0,3,1,0,1,0,1.28759513125801,4
1199,15,1,2,2,2.41921324476985,21,0,2,0,0,0,0,0.571053098033026,4
1200,17,1,2,3,1.57395350390798,28,0,3,1,0,0,0,0.581355799494972,4
1201,17,0,1,2,10.5462179128479,18,0,1,0,0,1,0,1.64346240407396,4
1202,18,1,1,1,8.0557106809299,18,0,1,0,0,0,0,1.23484404078202,4
1203,17,0,0,2,11.7762054031245,5,0,3,0,1,0,1,2.96809361957977,2
1204,15,1,2,2,1.78444336114477,12,0,2,1,0,0,0,2.00929847972232,3
1205,18,0,0,2,8.61966125694517,18,0,1,1,0,0,0,1.14608603412959,4
1206,15,0,0,2,3.49573430090316,12,1,4,0,0,0,0,2.19236319785529,3
1207,18,0,0,4,19.7420017184823,26,1,1,1,0,0,0,0.94573087329995,4
1208,18,0,0,2,11.2230042487035,25,0,2,1,0,0,0,0.56725002849029,4
1209,16,1,1,1,13.7487372188173,21,0,1,0,0,0,0,0.970764347092829,4
1210,15,0,0,2,6.50836561365216,20,1,2,1,0,1,1,1.65606012550047,4
1211,17,1,2,0,1.89477829558688,3,0,2,0,0,1,0,2.83931324915603,2
1212,17,0,0,3,19.5174172556707,23,0,1,0,0,1,1,0.189818059909026,4
1213,15,0,0,1,5.72518070766366,1,0,3,1,0,0,0,3.25829468502287,1
1214,17,0,1,1,8.47616370347149,14,1,2,0,0,0,0,1.9200558526589,4
1215,17,1,0,3,12.9972784340515,11,0,3,0,0,0,0,2.02177149436938,3
1216,15,0,0,2,0.493945953722226,29,1,1,1,0,0,0,0.12593307462495,4
1217,18,1,2,1,16.2051826103457,26,1,2,1,0,0,0,1.28701341239023,4
1218,15,1,0,2,10.7315638005724,6,0,0,1,0,1,0,2.59142670322931,2
1219,18,1,2,3,5.56434374137644,19,1,3,0,0,0,0,1.4633796485356,4
1220,17,1,0,1,1.23215970584939,17,0,3,0,0,0,0,1.46554938643381,4
1221,17,1,0,3,3.24996830948883,22,0,3,1,1,0,1,1.71046683770954,4
1222,17,1,2,0,17.9006771770687,12,0,2,0,1,0,1,2.28850568525223,3
1223,16,1,0,2,13.7204844787178,16,0,3,0,0,1,0,1.96096884865323,4
1224,18,1,0,3,4.9980344327378,3,0,3,0,0,0,0,2.62162332627734,2
1225,16,1,0,1,1.31201529890059,24,0,0,1,0,0,0,0.768316385983668,4
1226,16,0,0,2,13.8123062477327,13,0,1,0,0,1,0,1.80640634540581,4
1227,15,0,2,1,11.4481545193553,19,0,2,0,0,0,0,0.88186635307777,4
1228,16,0,0,2,8.0903904891647,27,0,3,0,1,0,0,0.817068220656347,4
1229,15,0,2,2,7.27222898380128,12,1,0,0,0,0,0,1.44613252770197,4
1230,15,0,2,2,4.33628551858217,2,0,3,0,1,0,0,3.33909436220031,1
1231,16,1,0,1,13.3922251307504,25,0,2,0,0,0,0,0.819625477947445,4
1232,18,1,3,1,19.4133605558774,25,0,2,0,0,0,0,0.676817973111282,4
1233,18,1,0,0,3.51430491673652,17,0,1,0,1,0,1,1.38954487446497,4
1234,18,1,3,1,11.9423324003101,13,0,2,0,1,0,1,1.99150841402518,4
1235,18,1,0,2,8.48370111491952,14,0,0,0,1,0,0,1.63986755041461,4
1236,18,1,1,3,8.9337744348933,2,0,0,0,1,0,0,2.51174302060542,2
1237,16,1,0,2,5.08294560255629,0,0,3,0,0,1,0,2.9839199495865,2
1238,16,0,0,2,16.5026975132284,25,1,2,0,0,1,0,1.25865485443205,4
1239,17,0,1,4,9.70511208294482,23,1,2,0,0,0,0,1.41792992737276,4
1240,18,0,2,2,10.8681170439653,16,0,1,1,0,1,0,1.59701657238177,4
1241,16,0,0,3,6.09521825594652,2,1,2,0,1,0,0,3.08869986818596,1
1242,17,1,0,2,3.636169313339,13,0,0,1,1,0,0,1.64134144277871,4
1243,18,1,2,1,1.71820776405641,2,0,2,0,1,0,0,2.58687065626343,2
1244,15,1,1,0,14.2823828184983,12,1,2,0,0,0,0,2.38903264521219,3
1245,17,0,3,2,3.92468563375711,14,0,2,1,0,0,0,1.89814640028123,4
1246,16,1,2,1,13.801507083776,17,0,4,0,1,0,0,2.11048797498175,3
1247,15,1,3,1,7.80752892093908,13,0,2,0,0,0,0,1.70027358940491,4
1248,15,1,2,2,8.31549601979303,20,0,2,1,0,0,0,1.04449999508771,4
1249,15,0,0,2,9.38354992185543,25,0,2,0,1,0,0,1.19416613376448,4
1250,17,1,0,2,7.35417016255086,2,0,1,0,0,1,0,2.64913682819655,2
1251,16,0,2,1,2.0123995444518,18,0,3,0,1,0,0,1.23414138892773,4
1252,15,0,1,1,6.19263620005692,7,0,2,1,0,0,0,2.12740886591283,3
1253,18,0,0,2,13.2746872138788,3,1,1,1,0,0,0,2.91388764913813,2
1254,15,0,0,4,13.3156880293774,3,0,3,0,0,0,1,3.11939391315038,1
1255,15,1,3,2,5.72448614479989,18,1,0,0,0,0,0,1.03637873832573,4
1256,17,0,1,3,9.20205253115376,10,0,4,1,0,0,1,2.40328454702353,3
1257,17,0,0,2,3.86894456023875,0,1,3,0,0,0,0,3.15650806390945,1
1258,16,1,0,2,4.20744163059672,7,1,2,0,1,1,0,2.72347185874006,2
1259,18,1,0,1,0.460941768132148,14,0,1,1,1,0,0,1.53095114631091,4
1260,17,0,0,2,17.9349309981549,0,0,1,0,0,0,0,3.46858134913573,1
1261,15,1,0,2,4.21413330149813,6,0,1,1,0,0,0,2.30203204434141,3
1262,16,0,0,2,4.55067753872927,20,1,1,1,0,0,0,1.26567790919943,4
1263,15,0,2,2,5.59202865290264,19,0,2,1,1,0,1,1.47960222773903,4
1264,15,0,0,2,2.54816143390858,19,0,4,0,0,1,1,1.44507671919938,4
1265,17,0,2,1,12.7852576636273,23,0,2,0,0,0,0,0.809433810368462,4
1266,16,1,2,2,1.50285906355173,10,1,3,0,0,0,0,2.15023326998878,3
1267,18,0,0,1,2.68404852652701,26,0,3,0,0,0,0,0.559143715511845,4
1268,18,1,1,3,12.8951345318019,28,0,3,0,0,0,0,0.580788485177057,4
1269,17,1,0,1,6.79321240962886,13,0,0,0,1,1,1,1.60208919598467,4
1270,17,1,2,0,14.1589565340238,21,1,2,0,1,0,0,1.00279836358194,4
1271,16,1,0,2,11.1484948934028,15,0,3,0,0,0,0,1.66306345319906,4
1272,18,0,1,2,5.12042346123026,13,0,3,0,0,0,1,1.53154645971957,4
1273,18,1,1,2,13.0165590097866,11,0,4,0,0,0,0,2.20584214703034,3
1274,18,0,0,1,2.32547360585761,16,0,3,0,0,0,1,1.15533856096566,4
1275,15,1,0,2,10.7282076616006,13,1,1,0,0,0,0,2.1537583398694,3
1276,18,1,1,1,8.74296210090069,9,0,2,1,0,0,1,2.59278668631704,2
1277,15,0,2,3,5.35747165634882,23,0,0,1,1,0,0,0.912330507095554,4
1278,16,0,0,3,12.08009995479,28,1,3,0,0,0,0,0.695630933459946,4
1279,15,0,1,2,17.4266718468057,13,1,2,0,0,0,0,2.13961989136899,3
1280,16,1,0,1,19.9780939952615,17,0,3,0,0,0,0,1.55044933089233,4
1281,18,1,2,2,12.1552553748685,21,0,4,0,0,0,1,1.5475367003506,4
1282,18,0,0,0,8.0941174865834,8,1,3,0,0,1,0,2.96654803429495,2
1283,16,0,2,2,4.50414200432403,16,0,2,1,0,0,1,1.63367937100322,4
1284,17,0,0,1,5.14192178790224,5,1,1,0,0,0,0,2.33254031953541,3
1285,16,0,0,3,9.58909956299531,7,1,3,1,1,1,0,3.27026230940474,1
1286,17,1,0,0,7.34555402561418,25,0,1,0,0,0,0,0.346470592590277,4
1287,15,0,0,2,18.2762904524989,12,1,1,0,0,0,0,1.89490433634011,4
1288,15,0,1,2,7.36590935311419,17,0,1,0,0,0,0,1.45674260108727,4
1289,15,0,0,2,7.46889182290871,4,0,2,1,0,0,0,2.55372315127219,2
1290,18,0,2,0,7.67069024867954,5,0,1,0,0,0,0,2.22419746121201,3
1291,15,1,0,4,16.7324042073532,20,1,4,0,1,1,0,1.84760041810843,4
1292,17,0,0,2,13.015766416938,18,0,4,1,0,0,0,1.84976070713348,4
1293,15,1,0,2,12.2833770063779,3,0,4,0,0,1,0,3.26879421556022,1
1294,16,0,0,1,6.68286044767724,6,1,0,0,0,0,1,2.54651663724602,2
1295,16,0,0,2,16.3580835366488,3,0,4,0,0,0,0,3.10122922050413,1
1296,18,1,0,2,0.767277227114023,24,0,4,0,0,1,0,0.655954077962677,4
1297,16,0,0,0,17.4159434467623,10,1,4,0,1,0,0,3.08851230561668,1
1298,17,1,0,1,10.2549979958786,11,1,3,0,0,0,0,1.992559805482,4
1299,15,1,1,3,7.96500469726826,13,1,3,0,1,0,0,2.60524744554785,2
1300,18,0,1,1,9.94334561435371,12,1,1,0,0,0,0,1.73397245423347,4
1301,15,1,0,1,13.3483106106766,28,0,3,1,0,0,0,1.11384878785912,4
1302,15,1,0,2,0.255308530357947,9,0,0,1,0,0,0,1.6492502516618,4
1303,17,1,3,2,17.431037129165,17,0,2,0,0,0,0,1.33755498020988,4
1304,16,1,1,0,8.93479050622786,15,0,4,0,0,0,0,1.98465991855717,4
1305,16,1,1,2,6.85933039400156,4,0,2,0,1,1,0,3.06088165596695,1
1306,15,1,0,1,2.76491131268114,7,1,1,0,0,0,0,2.392897358425,3
1307,18,1,2,0,8.78930748716884,13,0,4,0,0,0,0,2.0837969900968,3
1308,16,1,2,0,9.92645542568758,4,0,4,0,1,0,1,3.64573804877044,0
1309,18,0,1,3,8.07293388986956,25,0,1,1,0,0,0,0.322286081625407,4
1310,16,0,3,1,13.5732018765379,27,0,3,0,1,0,0,1.12951433436155,4
1311,18,1,0,0,8.41793057518452,23,0,2,1,0,0,0,0.630756943866611,4
1312,17,0,0,2,19.2283515569315,7,0,2,0,0,1,1,3.15722963880409,1
1313,18,1,2,3,11.9855503564718,24,0,1,0,0,0,0,0.680087787496653,4
1314,17,1,2,1,16.1495587130382,25,0,0,0,0,0,0,0.796359847886648,4
1315,17,0,0,2,2.18711806218958,5,1,1,0,1,0,0,2.84403921492559,2
1316,18,1,0,0,7.94582585891811,15,1,0,0,1,0,0,1.25345185421586,4
1317,17,1,0,2,6.73695402894305,27,0,4,0,0,0,0,0.534508880538856,4
